Date,USD Exchange,Rain fall,Labour cost,Big Onion Price,Fertilizer,Red Onion Price
01-Jan-17,151.67,0,1100,81,1495,114
02-Jan-17,151.68,0,1100,97,1495,97
03-Jan-17,151.7,0,1100,81,1495,113
04-Jan-17,151.73,0,1100,67,1495,118
05-Jan-17,151.7,0,1100,67,1495,116
06-Jan-17,151.74,0,1100,80,1495,117
07-Jan-17,151.74,0,1100,81,1495,97
08-Jan-17,151.78,0,1100,81,1495,97
09-Jan-16,151.78,0,1100,70,1495,93
10-Jan-17,151.78,0,1100,70,1495,97
11-Jan-17,151.74,0,1100,70,1495,103
12-Jan-17,151.74,0,1100,81,1495,97
13-Jan-17,151.76,0,1100,70,1495,95
14-Jan-17,151.76,0,1100,81,1495,97
15-Jan-17,151.84,0.5,1100,81,1495,97
16-Jan-17,151.84,0,1100,60,1495,95
17-Jan-17,151.84,0,1100,80,1495,97
18-Jan-17,151.84,0,1100,81,1495,97
19-Jan-17,151.88,0,1100,80,1495,93
20-Jan-17,152.03,0,1100,78,1495,88
21-Jan-17,152.03,4.6,1100,80,1495,97
22-Jan-17,152.14,52.1,1100,81,1495,97
23-Jan-17,152.14,0,1100,81,1495,90
24-Jan-17,152.21,0,1100,80,1495,90
25-Jan-17,152.24,2.6,1100,83,1495,98
26-Jan-17,152.24,17.5,1100,83,1495,83
27-Jan-17,152.16,8.1,1100,83,1495,78
28-Jan-17,152.16,1,1100,81,1495,97
29-Jan-17,152.15,0.2,1100,81,1495,97
30-Jan-17,152.15,0.1,1100,83,1495,83
31-Jan-17,152.24,0,1100,80,1495,86
01-Feb-17,152.34,0,1100,80,1495,88
02-Feb-17,152.28,2,1100,78,1495,95
03-Feb-17,152.27,0,1100,78,1495,105
04-Feb-17,152.27,0,1100,85,1495,105
05-Feb-17,152.33,0,1100,85,1495,105
06-Feb-17,152.33,0,1100,79,1495,98
07-Feb-17,152.44,0,1100,88,1495,118
08-Feb-17,152.49,0,1100,88,1495,118
09-Feb-17,152.44,0,1100,83,1495,108
10-Feb-17,152.44,0,1100,85,1495,105
11-Feb-17,152.44,0,1100,85,1495,105
12-Feb-17,152.44,0,1100,85,1495,105
13-Feb-17,152.44,0,1100,83,1495,118
14-Feb-17,152.45,0,1100,88,1495,118
15-Feb-17,152.44,25.6,1100,90,1495,118
16-Feb-17,152.45,0,1100,90,1495,93
17-Feb-17,152.57,0,1100,93,1495,118
18-Feb-17,152.57,0,1100,85,1495,105
19-Feb-17,152.88,0,1100,85,1495,105
20-Feb-17,152.88,0,1100,103,1495,108
21-Feb-17,153.44,0,1100,88,1495,93
22-Feb-17,153.56,0,1100,83,1495,93
23-Feb-17,154.21,0,1100,83,1495,100
24-Feb-17,154.21,0,1100,85,1495,105
25-Feb-17,153.74,0,1100,85,1495,105
26-Feb-17,153.74,0,1100,85,1495,105
27-Feb-17,153.74,0,1100,85,1495,105
28-Feb-17,153.48,0,1100,73,1495,102
01-Mar-17,153.31,0,1100,83,1495,93
02-Mar-17,153.21,0,1100,85,1495,95
03-Mar-17,153.16,3,1100,84,1495,115
04-Mar-17,153.16,2.2,1100,86,1495,113
05-Mar-17,153.11,3.8,1100,86,1495,113
06-Mar-17,153.11,54.1,1100,78,1495,115
07-Mar-17,153.15,0,1100,68,1495,115
08-Mar-17,153.18,0,1100,83,1495,93
09-Mar-17,153.44,0,1100,83,1495,95
10-Mar-17,153.49,0,1100,88,1495,103
11-Mar-17,153.49,23.1,1100,86,1495,113
12-Mar-17,153.52,0,1100,86,1495,113
13-Mar-17,153.52,0,1100,93,1495,73
14-Mar-17,153.69,0,1100,103,1495,93
15-Mar-17,153.84,0,1100,93,1495,115
16-Mar-17,154.04,36.2,1100,85,1495,133
17-Mar-17,154.17,0.2,1100,85,1495,133
18-Mar-17,154.17,0,1100,86,1495,113
19-Mar-17,153.9,0,1100,86,1495,113
20-Mar-17,153.9,0,1100,83,1495,128
21-Mar-17,153.79,0,1100,80,1495,143
22-Mar-17,153.78,0,1100,88,1495,110
23-Mar-17,153.8,0,1100,90,1495,127
24-Mar-17,153.8,0,1100,95,1495,135
25-Mar-17,153.8,0,1100,86,1495,113
26-Mar-17,153.96,0,1100,86,1495,113
27-Mar-17,153.96,0,1100,88,1495,118
28-Mar-17,153.96,0,1100,95,1495,110
29-Mar-17,154.02,0,1100,88,1495,118
30-Mar-17,153.94,0,1100,85,1495,128
31-Mar-17,153.91,0,1100,85,1495,113
01-Apr-17,153.91,0,1100,87,1495,174
02-Apr-17,153.86,0,1100,87,1495,174
03-Apr-17,153.86,0,1100,90,1495,110
04-Apr-17,153.81,4,1100,87,1495,174
05-Apr-17,153.72,0,1100,88,1495,125
06-Apr-17,153.84,0,1100,93,1495,118
07-Apr-17,153.83,0,1100,93,1495,148
08-Apr-17,153.83,0,1100,87,1495,174
09-Apr-17,153.83,0,1100,87,1495,174
10-Apr-17,154.01,0,1100,87,1495,174
11-Apr-17,154.01,0,1100,87,1495,260
12-Apr-17,154.2,0,1100,87,1495,198
13-Apr-17,154.2,0,1100,87,1495,174
14-Apr-17,154.2,0,1100,87,1495,174
15-Apr-17,154.1,0,1100,87,1495,174
16-Apr-17,154.1,0,1100,87,1495,174
17-Apr-17,154.1,0,1100,87,1495,147
18-Apr-17,154.12,0,1100,87,1495,188
19-Apr-17,154.17,0,1100,93,1495,195
20-Apr-17,154.4,0,1100,88,1495,213
21-Apr-17,154.31,0,1100,87,1495,174
22-Apr-17,154.31,0,1100,87,1495,174
23-Apr-17,154.29,0,1100,87,1495,174
24-Apr-17,154.29,0,1100,83,1495,193
25-Apr-17,154.29,0,1100,83,1495,158
26-Apr-17,154.31,0,1100,83,1495,188
27-Apr-17,154.24,0,1100,83,1495,185
28-Apr-17,154.24,0,1100,78,1495,188
29-Apr-17,154.24,0,1100,87,1495,174
30-Apr-17,154.25,0,1100,87,1495,174
01-May-17,154.25,0,1100,87,1495,259
02-May-17,154.25,0,1100,79,1495,190
03-May-17,154.27,0,1100,80,1495,208
04-May-17,154.34,0,1100,83,1495,218
05-May-17,154.22,0,1100,83,1495,228
06-May-17,154.22,0,1100,73,1495,259
07-May-17,154.09,1.9,1100,79,1495,259
08-May-17,154.09,0,1100,79,1495,198
09-May-17,154.2,0.1,1100,73,1495,228
10-May-17,154.2,0,1100,73,1495,259
11-May-17,154.23,25.8,1100,79,1495,259
12-May-17,154.23,0.6,1100,79,1495,290
13-May-17,154.23,0.4,1100,79,1495,259
14-May-17,154.18,0.8,1100,79,1495,259
15-May-17,154.18,0,1100,79,1495,228
16-May-17,154.3,0,1100,78,1495,268
17-May-17,154.4,0,1100,78,1495,275
18-May-17,154.43,0,1100,78,1495,275
19-May-17,154.42,0,1100,78,1495,270
20-May-17,154.42,0,1100,78,1495,259
21-May-17,154.54,0,1100,79,1495,259
22-May-17,154.54,0,1100,79,1495,288
23-May-17,154.57,0,1100,83,1495,288
24-May-17,154.48,0,1100,83,1495,315
25-May-17,154.55,0,1100,78,1495,290
26-May-17,154.57,0,1100,83,1495,308
27-May-17,154.57,0,1100,78,1495,259
28-May-17,154.56,0,1100,79,1495,259
29-May-17,154.56,0,1100,79,1495,273
30-May-17,154.59,0,1100,78,1495,288
31-May-17,154.61,0,1100,78,1495,258
01-Jun-17,154.6,0,1100,78,1495,288
02-Jun-17,154.58,0,1100,78,1495,298
03-Jun-17,154.58,0,1100,78,1495,309
04-Jun-17,154.59,0,1100,85,1495,309
05-Jun-17,154.59,0,1100,85,1495,288
06-Jun-17,154.59,0,1100,83,1495,288
07-Jun-17,154.59,0,1100,83,1495,288
08-Jun-17,154.59,0,1100,83,1495,309
09-Jun-17,154.58,0,1100,85,1495,285
10-Jun-17,154.58,0,1100,88,1495,309
11-Jun-17,154.58,0,1100,85,1495,309
12-Jun-17,154.58,10.6,1100,85,1495,288
13-Jun-17,154.58,0,1100,93,1495,293
14-Jun-17,154.6,0,1100,88,1495,298
15-Jun-17,154.64,0,1100,88,1495,288
16-Jun-17,154.67,0,1100,88,1495,328
17-Jun-17,154.67,0,1100,88,1495,309
18-Jun-17,154.82,0,1100,85,1495,309
19-Jun-17,154.82,0,1100,85,1495,318
20-Jun-17,154.85,0,1100,92,1495,325
21-Jun-17,155.01,0.2,1100,88,1495,325
22-Jun-17,155.02,0,1100,88,1495,317
23-Jun-17,154.97,0,1100,88,1495,295
24-Jun-17,154.97,0,1100,88,1495,309
25-Jun-17,154.96,0,1100,85,1495,309
26-Jun-17,154.96,0,1100,85,1495,309
27-Jun-17,154.96,0,1100,85,1495,348
28-Jun-17,155.02,0,1100,83,1495,365
29-Jun-17,155.13,0,1100,78,1495,348
30-Jun-17,155.2,0,1100,78,1495,309
01-Jul-17,155.2,0,1100,85,1495,203
02-Jul-17,155.24,0,1100,83,1495,203
03-Jul-17,155.24,0,1100,83,1495,308
04-Jul-17,155.28,0,1100,82,1495,263
05-Jul-17,155.38,0,1100,79,1495,258
06-Jul-17,155.38,0,1100,79,1495,308
07-Jul-17,155.38,0,1100,79,1495,218
08-Jul-17,155.38,0.2,1100,80,1495,203
09-Jul-17,155.39,0,1100,83,1495,203
10-Jul-17,155.39,0,1100,83,1495,248
11-Jul-17,155.44,0,1100,78,1495,208
12-Jul-17,155.43,8.4,1100,79,1495,200
13-Jul-17,155.44,0,1100,79,1495,208
14-Jul-17,155.44,0,1100,83,1495,203
15-Jul-17,155.44,0,1100,83,1495,203
16-Jul-17,155.46,0,1100,83,1495,203
17-Jul-17,155.46,2.4,1100,83,1495,148
18-Jul-17,155.46,0,1100,83,1495,163
19-Jul-17,155.51,0,1100,83,1495,138
20-Jul-17,155.48,0,1100,83,1495,203
21-Jul-17,155.46,0,1100,83,1495,203
22-Jul-17,155.46,0,1100,83,1495,203
23-Jul-17,155.46,0,1100,83,1495,203
24-Jul-17,155.46,0,1100,83,1495,203
25-Jul-17,155.35,0,1100,83,1495,203
26-Jul-17,155.36,0,1100,83,1495,203
27-Jul-17,155.37,0,1100,83,1495,138
28-Jul-17,155.46,0,1100,88,1495,118
29-Jul-17,155.46,0,1100,88,1495,203
30-Jul-17,155.47,0,1100,83,1495,203
31-Jul-17,155.47,0,1100,83,1495,128
01-Aug-17,155.35,0,1100,98,1495,133
02-Aug-17,155.28,0.1,1100,97,1495,125
03-Aug-17,155.27,1.6,1100,95,1495,128
04-Aug-17,155.14,0,1100,93,1495,115
05-Aug-17,155.14,0,1100,95,1495,160
06-Aug-17,155.18,0,1100,109,1495,160
07-Aug-17,155.18,0,1100,109,1495,160
08-Aug-17,155.18,0,1100,109,1495,128
09-Aug-17,155.05,0,1100,112,1495,155
10-Aug-17,155.04,0,1100,109,1495,118
11-Aug-17,154.92,0,1100,108,1495,153
12-Aug-17,154.92,0,1100,118,1495,160
13-Aug-17,154.83,3.8,1100,118,1495,160
14-Aug-17,154.83,0.6,1100,109,1495,153
15-Aug-17,154.83,0,1100,109,1495,158
16-Aug-17,154.93,32.4,1100,118,1495,148
17-Aug-17,154.96,14.9,1100,108,1495,168
18-Aug-17,154.99,1,1100,103,1495,188
19-Aug-17,154.99,2.4,1100,115,1495,160
20-Aug-17,155.06,1.5,1100,109,1495,160
21-Aug-17,155.06,0,1100,109,1495,178
22-Aug-17,154.95,0,1100,93,1495,178
23-Aug-17,154.87,0,1100,108,1495,178
24-Aug-17,154.78,0,1100,128,1495,208
25-Aug-17,154.8,0,1100,128,1495,178
26-Aug-17,154.8,0,1100,118,1495,160
27-Aug-17,154.81,0,1100,109,1495,160
28-Aug-17,154.81,0,1100,109,1495,215
29-Aug-17,154.77,0,1100,113,1495,180
30-Aug-17,154.66,0,1100,113,1495,188
31-Aug-17,154.64,0,1100,108,1495,148
01-Sep-17,154.64,0,1200,108,1495,272
02-Sep-17,154.64,0,1200,108,1495,272
03-Sep-17,154.52,0,1200,108,1495,272
04-Sep-17,154.52,13.4,1200,108,1495,217
05-Sep-17,154.3,22.1,1200,127,1495,272
06-Sep-17,154.3,1,1200,108,1495,208
07-Sep-17,154.45,3.3,1200,118,1495,228
08-Sep-17,154.52,0,1200,133,1495,188
09-Sep-17,154.52,0,1200,99,1495,272
10-Sep-17,154.58,0,1200,108,1495,272
11-Sep-17,154.58,0,1200,108,1495,308
12-Sep-17,154.61,19.6,1200,99,1495,247
13-Sep-17,154.65,9.6,1200,108,1495,318
14-Sep-17,154.77,0,1200,105,1495,268
15-Sep-17,154.74,0,1200,123,1495,268
16-Sep-17,154.74,19.9,1200,118,1495,272
17-Sep-17,154.71,2.6,1200,108,1495,272
18-Sep-17,154.71,0,1200,108,1495,308
19-Sep-17,154.87,0,1200,108,1495,308
20-Sep-17,154.95,0,1200,78,1495,288
21-Sep-17,154.6,0,1200,108,1495,275
22-Sep-17,154.58,0,1200,95,1495,295
23-Sep-17,154.58,0,1200,95,1495,272
24-Sep-17,154.65,0,1200,108,1495,272
25-Sep-17,154.65,0,1200,108,1495,258
26-Sep-17,154.81,0,1200,99,1495,298
27-Sep-17,154.82,0,1200,103,1495,288
28-Sep-17,154.87,0.9,1200,118,1495,298
29-Sep-17,154.91,12.2,1200,108,1495,298
30-Sep-17,154.91,0,1200,108,1495,272
01-Oct-17,154.89,0.1,1200,108,1495,287
02-Oct-17,154.89,0,1200,108,1495,288
03-Oct-17,154.93,0,1200,124,1495,278
04-Oct-17,155.05,0,1200,98,1495,268
05-Oct-17,155.05,0,1200,103,1495,287
06-Oct-17,155.09,0,1200,88,1495,298
07-Oct-17,155.09,0,1200,124,1495,287
08-Oct-17,155.08,0,1200,98,1495,287
09-Oct-17,155.08,0,1200,124,1495,268
10-Oct-17,155.13,0,1200,124,1495,285
11-Oct-17,155.23,0,1200,108,1495,255
12-Oct-17,155.3,0,1200,113,1495,268
13-Oct-17,155.51,1.3,1200,118,1495,287
14-Oct-17,155.51,1.7,1200,123,1495,287
15-Oct-17,155.47,0,1200,118,1495,287
16-Oct-17,155.47,0.1,1200,124,1495,293
17-Oct-17,155.42,15.4,1200,124,1495,288
18-Oct-17,155.42,0.4,1200,118,1495,287
19-Oct-17,155.42,0,1200,124,1495,268
20-Oct-17,155.44,0.4,1200,124,1495,270
21-Oct-17,155.44,0,1200,110,1495,287
22-Oct-17,155.44,0,1200,125,1495,287
23-Oct-17,155.44,0,1200,124,1495,288
24-Oct-17,155.54,0,1200,124,1495,323
25-Oct-17,155.6,0.8,1200,158,1495,308
26-Oct-17,155.59,0,1200,148,1495,288
27-Oct-17,155.42,0,1200,158,1495,287
28-Oct-17,155.42,1.6,1200,153,1495,287
29-Oct-17,155.35,31.3,1200,148,1495,287
30-Oct-17,155.35,0,1200,124,1495,287
31-Oct-17,155.4,15.1,1200,124,1495,340
01-Nov-17,155.38,14.9,1200,124,1495,348
02-Nov-17,155.45,33.6,1200,168,1495,348
03-Nov-17,155.45,22.1,1200,163,1495,360
04-Nov-17,155.42,45.3,1200,148,1495,360
05-Nov-17,155.42,66.3,1200,141,1495,360
06-Nov-17,155.42,54.8,1200,141,1495,288
07-Nov-17,155.34,93.1,1200,141,1495,345
08-Nov-17,155.2,16.9,1200,198,1495,370
09-Nov-17,155.14,13.3,1200,190,1495,360
10-Nov-17,155.36,2.8,1200,183,1495,358
11-Nov-17,155.36,59.3,1200,173,1495,360
12-Nov-17,155.35,14.3,1200,148,1495,360
13-Nov-17,155.35,53.5,1200,141,1495,358
14-Nov-17,155.33,32.5,1200,141,1495,358
15-Nov-17,155.37,0.1,1200,103,1495,378
16-Nov-17,155.52,0,1200,108,1495,338
17-Nov-17,155.42,0,1200,108,1495,388
18-Nov-17,155.42,60.6,1200,113,1495,360
19-Nov-17,155.45,0,1200,118,1495,360
20-Nov-17,155.45,0,1200,141,1495,378
21-Nov-17,155.49,0,1200,141,1495,365
22-Nov-17,155.52,0.2,1200,148,1495,358
23-Nov-17,155.5,0,1200,120,1495,348
24-Nov-17,155.44,0.1,1200,138,1495,348
25-Nov-17,155.44,6.1,1200,143,1495,360
26-Nov-17,155.48,0,1200,128,1495,360
27-Nov-17,155.48,0,1200,141,1495,368
28-Nov-17,155.43,0,1200,141,1495,388
29-Nov-17,155.48,0.1,1200,138,1495,388
30-Nov-17,155.48,21.2,1200,138,1495,378
01-Dec-17,155.48,6.4,1200,138,1495,380
02-Dec-17,155.35,42.9,1200,123,1495,380
03-Dec-17,155.35,11.6,1200,130,1495,368
04-Dec-17,155.35,55.6,1200,130,1495,380
05-Dec-17,155.32,1.3,1200,130,1495,388
06-Dec-17,155.13,0.2,1200,123,1495,378
07-Dec-17,155.08,3.1,1200,118,1495,365
08-Dec-17,155.07,0,1200,123,1495,385
09-Dec-17,155.07,0,1200,145,1495,380
10-Dec-17,154.86,0,1200,145,1495,380
11-Dec-17,154.86,0,1200,130,1495,388
12-Dec-17,154.85,0,1200,130,1495,320
13-Dec-17,154.85,0,1200,133,1495,388
14-Dec-17,155.01,0,1200,138,1495,383
15-Dec-17,154.96,19.1,1200,133,1495,388
16-Dec-17,154.96,0,1200,133,1495,380
17-Dec-17,154.93,0,1200,138,1495,380
18-Dec-17,154.93,0,1200,130,1495,388
19-Dec-17,154.93,0,1200,130,1495,400
20-Dec-17,154.93,0,1200,128,1495,408
21-Dec-17,154.79,0,1200,153,1495,385
22-Dec-17,154.72,0,1200,138,1495,368
23-Dec-17,154.72,52.8,1200,128,1495,380
24-Dec-17,154.72,1.9,1200,128,1495,380
25-Dec-17,154.67,6,1200,130,1495,380
